county_clean,county_fips_full,year,age_group,owner_units_estimated,renter_units_estimated,total_age_group_units,age_group_share_of_total_units,owner_rate_within_age_group,renter_rate_within_age_group
Gloucester,34015,2006,60-64,6221.0,0.0,6221.0,0.06266431629312516,1.0,0.0
Gloucester,34015,2006,65-74,8926.0,0.0,8926.0,0.08991186099219341,1.0,0.0
Gloucester,34015,2006,75-84,5346.0,0.0,5346.0,0.053850415512465374,1.0,0.0
Gloucester,34015,2006,85+,1329.0,0.0,1329.0,0.01338705615713926,1.0,0.0
Hudson,34017,2006,15-24,377.0,7172.0,7549.0,0.033783693069174,0.049940389455557024,0.950059610544443
Hudson,34017,2006,25-34,10476.0,35989.0,46465.0,0.2079426809457107,0.2254600236737329,0.774539976326267
Hudson,34017,2006,35-44,17628.0,38880.0,56508.0,0.25288765769676574,0.31195582926311316,0.6880441707368868
Hudson,34017,2006,45-54,18193.0,24782.0,42975.0,0.19232404419760932,0.4233391506689936,0.5766608493310064
Hudson,34017,2006,55-59,6912.0,11255.0,18167.0,0.0813019409176956,0.38047008311774094,0.619529916882259
Hudson,34017,2006,60-64,6307.0,0.0,6307.0,0.028225427498646236,1.0,0.0
Hudson,34017,2006,65-74,8798.0,0.0,8798.0,0.03937328541827962,1.0,0.0
Hudson,34017,2006,75-84,5627.0,0.0,5627.0,0.02518225472251187,1.0,0.0
Hudson,34017,2006,85+,2382.0,0.0,2382.0,0.010660055224635378,1.0,0.0
Hunterdon,34019,2006,15-24,41.0,290.0,331.0,0.007286255173021045,0.12386706948640483,0.8761329305135952
Hunterdon,34019,2006,25-34,2751.0,983.0,3734.0,0.08219600246543982,0.7367434386716658,0.26325656132833425
Hunterdon,34019,2006,35-44,8956.0,1578.0,10534.0,0.23188341991723166,0.850199354471236,0.14980064552876401
Hunterdon,34019,2006,45-54,12296.0,963.0,13259.0,0.2918684511754865,0.9273700882419489,0.07262991175805114
Hunterdon,34019,2006,55-59,4884.0,352.0,5236.0,0.11525931143787972,0.9327731092436975,0.06722689075630252
Hunterdon,34019,2006,60-64,4241.0,0.0,4241.0,0.09335652020780136,1.0,0.0
Hunterdon,34019,2006,65-74,4045.0,0.0,4045.0,0.08904200052830853,1.0,0.0
Hunterdon,34019,2006,75-84,2139.0,0.0,2139.0,0.04708549793079158,1.0,0.0
Hunterdon,34019,2006,85+,646.0,0.0,646.0,0.014220304657920225,1.0,0.0
Mercer,34021,2006,15-24,397.0,2898.0,3295.0,0.02590083008426613,0.1204855842185129,0.8795144157814871
Mercer,34021,2006,25-34,7265.0,11521.0,18786.0,0.147670104389385,0.3867241562865964,0.6132758437134036
Mercer,34021,2006,35-44,20709.0,7247.0,27956.0,0.2197522324235945,0.7407712119044212,0.25922878809557875
Mercer,34021,2006,45-54,21275.0,6582.0,27857.0,0.2189740284240976,0.7637218652403346,0.23627813475966544
Mercer,34021,2006,55-59,9412.0,2661.0,12073.0,0.09490158470632624,0.7795908224964797,0.22040917750352026
Mercer,34021,2006,60-64,8240.0,0.0,8240.0,0.06477172682681424,1.0,0.0
Mercer,34021,2006,65-74,9334.0,0.0,9334.0,0.07337127405357817,1.0,0.0
Mercer,34021,2006,75-84,8167.0,0.0,8167.0,0.06419789963526601,1.0,0.0
Mercer,34021,2006,85+,2463.0,0.0,2463.0,0.019360772229908188,1.0,0.0
Middlesex,34023,2006,15-24,546.0,4865.0,5411.0,0.020019090465126604,0.10090556274256145,0.8990944372574385
Middlesex,34023,2006,25-34,16415.0,24050.0,40465.0,0.14970846343953947,0.40565921166440133,0.5943407883355987
Middlesex,34023,2006,35-44,41447.0,23890.0,65337.0,0.241727465111805,0.6343572554601528,0.36564274453984724
Middlesex,34023,2006,45-54,46134.0,15156.0,61290.0,0.2267547689165791,0.7527165932452277,0.2472834067547724
Middlesex,34023,2006,55-59,20536.0,6067.0,26603.0,0.09842318677578323,0.7719430139457956,0.2280569860542044
Middlesex,34023,2006,60-64,14747.0,0.0,14747.0,0.05455951341512143,1.0,0.0
Middlesex,34023,2006,65-74,21521.0,0.0,21521.0,0.07962129844760481,1.0,0.0
Middlesex,34023,2006,75-84,15820.0,0.0,15820.0,0.05852929424474272,1.0,0.0
Middlesex,34023,2006,85+,4469.0,0.0,4469.0,0.01653397066875823,1.0,0.0
Monmouth,34025,2006,15-24,1056.0,4354.0,5410.0,0.023528081482834504,0.19519408502772642,0.8048059149722736
Monmouth,34025,2006,25-34,14227.0,10783.0,25010.0,0.10876845062582087,0.5688524590163935,0.4311475409836066
Monmouth,34025,2006,35-44,38986.0,9844.0,48830.0,0.21236159312510328,0.7984026213393406,0.20159737866065944
Monmouth,34025,2006,45-54,47436.0,9907.0,57343.0,0.24938461672276874,0.8272326177563085,0.17276738224369148
Monmouth,34025,2006,55-59,22598.0,3232.0,25830.0,0.11233462933486418,0.8748741773132017,0.1251258226867983
Monmouth,34025,2006,60-64,15395.0,0.0,15395.0,0.06695283076307526,1.0,0.0
Monmouth,34025,2006,65-74,20989.0,0.0,20989.0,0.09128112795623168,1.0,0.0
Monmouth,34025,2006,75-84,12949.0,0.0,12949.0,0.05631518061390462,1.0,0.0
Monmouth,34025,2006,85+,3782.0,0.0,3782.0,0.01644791204585584,1.0,0.0
Morris,34027,2006,15-24,322.0,2315.0,2637.0,0.015132907905610136,0.12210845657944634,0.8778915434205536
Morris,34027,2006,25-34,11307.0,9156.0,20463.0,0.11743067670553668,0.5525582759126227,0.4474417240873772
Morris,34027,2006,35-44,31577.0,10498.0,42075.0,0.2414551005417317,0.7504931669637552,0.2495068330362448
Morris,34027,2006,45-54,36117.0,7589.0,43706.0,0.25081489303094295,0.8263625131560884,0.1736374868439116
Morris,34027,2006,55-59,15254.0,2750.0,18004.0,0.10331925443026352,0.8472561652966007,0.15274383470339925
Morris,34027,2006,60-64,12525.0,0.0,12525.0,0.07187700853916078,1.0,0.0
Morris,34027,2006,65-74,14873.0,0.0,14873.0,0.08535143696630246,1.0,0.0
Morris,34027,2006,75-84,9301.0,0.0,9301.0,0.05337549352676522,1.0,0.0
Morris,34027,2006,85+,2486.0,0.0,2486.0,0.014266366724818657,1.0,0.0
Ocean,34029,2006,15-24,1191.0,2793.0,3984.0,0.017975905788927493,0.2989457831325301,0.7010542168674698
Ocean,34029,2006,25-34,17262.0,10777.0,28039.0,0.12651265622884988,0.6156424979492849,0.38435750205071506
Ocean,34029,2006,35-44,33477.0,8833.0,42310.0,0.19090375851644634,0.7912313873788702,0.20876861262112975
Ocean,34029,2006,45-54,34327.0,5434.0,39761.0,0.17940260795018725,0.8633334171675763,0.13666658283242372
Ocean,34029,2006,55-59,13831.0,1691.0,15522.0,0.07003564499390877,0.8910578533694111,0.10894214663058883
Ocean,34029,2006,60-64,15431.0,0.0,15431.0,0.06962505076027614,1.0,0.0
Ocean,34029,2006,65-74,27038.0,0.0,27038.0,0.12199611965889094,1.0,0.0
Ocean,34029,2006,75-84,30304.0,0.0,30304.0,0.1367323918242115,1.0,0.0
Ocean,34029,2006,85+,11092.0,0.0,11092.0,0.050047376257726844,1.0,0.0
Passaic,34031,2006,15-24,314.0,4858.0,5172.0,0.032447082146576496,0.06071152358855375,0.9392884764114462
Passaic,34031,2006,25-34,6692.0,16571.0,23263.0,0.1459428600107906,0.28766711086274344,0.7123328891372566
Passaic,34031,2006,35-44,19913.0,17940.0,37853.0,0.2374747487421423,0.5260613425620162,0.4739386574379838
Passaic,34031,2006,45-54,22679.0,13222.0,35901.0,0.22522867288171747,0.6317094231358458,0.36829057686415423
Passaic,34031,2006,55-59,10355.0,5888.0,16243.0,0.10190215686520533,0.6375053869359109,0.36249461306408914
Passaic,34031,2006,60-64,8168.0,0.0,8168.0,0.051242801038908894,1.0,0.0
Passaic,34031,2006,65-74,11221.0,0.0,11221.0,0.0703961153841328,1.0,0.0
Passaic,34031,2006,75-84,6246.0,0.0,6246.0,0.03918493331158484,1.0,0.0
Passaic,34031,2006,85+,2223.0,0.0,2223.0,0.013946222662768668,1.0,0.0
Salem,34033,2006,15-24,251.0,844.0,1095.0,0.044474229316437186,0.22922374429223744,0.7707762557077625
Salem,34033,2006,25-34,1145.0,2156.0,3301.0,0.13407253970188052,0.34686458648894275,0.6531354135110573
Salem,34033,2006,35-44,3767.0,883.0,4650.0,0.1888631655903497,0.8101075268817204,0.18989247311827956
Salem,34033,2006,45-54,4685.0,1345.0,6030.0,0.24491287924942123,0.7769485903814262,0.2230514096185738
Salem,34033,2006,55-59,1527.0,247.0,1774.0,0.0720523130660818,0.8607666290868095,0.13923337091319052
Salem,34033,2006,60-64,1691.0,0.0,1691.0,0.0686812070996304,1.0,0.0
Salem,34033,2006,65-74,2554.0,0.0,2554.0,0.10373258600381788,1.0,0.0
Salem,34033,2006,75-84,1253.0,0.0,1253.0,0.05089151537305552,1.0,0.0
Salem,34033,2006,85+,661.0,0.0,661.0,0.02684700052800455,1.0,0.0
Somerset,34035,2006,15-24,610.0,1114.0,1724.0,0.015101082653025472,0.3538283062645012,0.6461716937354989
Somerset,34035,2006,25-34,8335.0,5677.0,14012.0,0.12273571353491468,0.594847273765344,0.40515272623465604
Somerset,34035,2006,35-44,22017.0,5521.0,27538.0,0.24121439332889527,0.7995133996659162,0.2004866003340838
Somerset,34035,2006,45-54,26729.0,4885.0,31614.0,0.27691741704915734,0.8454798506990574,0.15452014930094263
Somerset,34035,2006,55-59,9937.0,1019.0,10956.0,0.09596720507340317,0.9069916027747353,0.09300839722526469
Somerset,34035,2006,60-64,7524.0,0.0,7524.0,0.06590518902631302,1.0,0.0
Somerset,34035,2006,65-74,8412.0,0.0,8412.0,0.07368347289863705,1.0,0.0
Somerset,34035,2006,75-84,4926.0,0.0,4926.0,0.04314845310255422,1.0,0.0
Somerset,34035,2006,85+,1951.0,0.0,1951.0,0.017089450264531725,1.0,0.0
Sussex,34037,2006,15-24,191.0,655.0,846.0,0.015434857966466585,0.22576832151300236,0.7742316784869976
Sussex,34037,2006,25-34,4889.0,2388.0,7277.0,0.13276532082976045,0.6718427923594888,0.3281572076405112
Sussex,34037,2006,35-44,11437.0,1741.0,13178.0,0.24042619182280928,0.8678858703900441,0.132114129609956
Sussex,34037,2006,45-54,12261.0,1978.0,14239.0,0.25978362007626205,0.8610857504038205,0.1389142495961795
Sussex,34037,2006,55-59,6184.0,180.0,6364.0,0.1161080804947912,0.9717159019484601,0.028284098051539912
Sussex,34037,2006,60-64,3991.0,0.0,3991.0,0.0728138512342413,1.0,0.0
Sussex,34037,2006,65-74,4474.0,0.0,4474.0,0.08162595099523819,1.0,0.0
Sussex,34037,2006,75-84,2112.0,0.0,2112.0,0.03853241137727828,1.0,0.0
Sussex,34037,2006,85+,557.0,0.0,557.0,0.010162193720238638,1.0,0.0
Union,34039,2006,15-24,662.0,3560.0,4222.0,0.022796853148741098,0.1567977261961156,0.8432022738038845
Union,34039,2006,25-34,8440.0,14950.0,23390.0,0.1262952143886912,0.36083796494228304,0.639162035057717
Union,34039,2006,35-44,24672.0,20386.0,45058.0,0.24329242282709057,0.5475609214789826,0.45243907852101733
Union,34039,2006,45-54,31585.0,12266.0,43851.0,0.23677517939967926,0.720280039223735,0.2797199607762651
Union,34039,2006,55-59,13533.0,3764.0,17297.0,0.09339582399663068,0.7823900098282939,0.21760999017170607
Union,34039,2006,60-64,9399.0,0.0,9399.0,0.05075026592728981,1.0,0.0
Union,34039,2006,65-74,12636.0,0.0,12636.0,0.0682285732798419,1.0,0.0
Union,34039,2006,75-84,10035.0,0.0,10035.0,0.0541843726545753,1.0,0.0
Union,34039,2006,85+,3890.0,0.0,3890.0,0.021004206240787037,1.0,0.0
Warren,34041,2006,15-24,81.0,149.0,230.0,0.005543905319738713,0.3521739130434783,0.6478260869565218
Warren,34041,2006,25-34,2724.0,2581.0,5305.0,0.12787138139658205,0.5134778510838831,0.4865221489161169
Warren,34041,2006,35-44,7774.0,2324.0,10098.0,0.2434015474727023,0.7698554169142404,0.23014458308575955
Warren,34041,2006,45-54,7915.0,2810.0,10725.0,0.2585147154530335,0.737995337995338,0.262004662004662
Warren,34041,2006,55-59,3298.0,706.0,4004.0,0.09651216043579916,0.8236763236763237,0.17632367632367632
Warren,34041,2006,60-64,2195.0,0.0,2195.0,0.052908139899245546,1.0,0.0
Warren,34041,2006,65-74,3645.0,0.0,3645.0,0.08785884734977221,1.0,0.0
Warren,34041,2006,75-84,2335.0,0.0,2335.0,0.05628269096343433,1.0,0.0
Warren,34041,2006,85+,851.0,0.0,851.0,0.02051244968303324,1.0,0.0
Atlantic,34001,2007,15-24,369.0,2324.0,2693.0,0.026095719836816963,0.1370219086520609,0.8629780913479391
Atlantic,34001,2007,25-34,7737.0,7572.0,15309.0,0.14834733567836275,0.5053889868704684,0.49461101312953165
Atlantic,34001,2007,35-44,15276.0,6390.0,21666.0,0.20994796360359314,0.7050678482414844,0.29493215175851567
Atlantic,34001,2007,45-54,18810.0,5023.0,23833.0,0.2309466360456215,0.7892418075777283,0.21075819242227165
Atlantic,34001,2007,55-59,6916.0,3023.0,9939.0,0.09631093927149045,0.6958446523795151,0.30415534762048496
Atlantic,34001,2007,60-64,6362.0,0.0,6362.0,0.061649078946093394,1.0,0.0
Atlantic,34001,2007,65-74,9259.0,0.0,9259.0,0.08972160043412114,1.0,0.0
Atlantic,34001,2007,75-84,5422.0,0.0,5422.0,0.052540287023847596,1.0,0.0
Atlantic,34001,2007,85+,1887.0,0.0,1887.0,0.018285415273699816,1.0,0.0
Bergen,34003,2007,15-24,1018.0,4791.0,5809.0,0.017521845751050435,0.1752453090032708,0.8247546909967293
Bergen,34003,2007,25-34,16694.0,21706.0,38400.0,0.11582697139616746,0.43473958333333335,0.5652604166666667
Bergen,34003,2007,35-44,46379.0,26337.0,72716.0,0.21933526177197168,0.6378101105671379,0.36218988943286207
Bergen,34003,2007,45-54,58934.0,19286.0,78220.0,0.23593712767208902,0.7534390181539248,0.24656098184607517
Bergen,34003,2007,55-59,24957.0,6877.0,31834.0,0.09602176581837486,0.7839731105107747,0.21602688948922535
Bergen,34003,2007,60-64,22888.0,0.0,22888.0,0.06903770107592398,1.0,0.0
Bergen,34003,2007,65-74,29380.0,0.0,29380.0,0.08861969842758853,1.0,0.0
Bergen,34003,2007,75-84,21038.0,0.0,21038.0,0.0634574954227232,1.0,0.0
Bergen,34003,2007,85+,8597.0,0.0,8597.0,0.02593136648679301,1.0,0.0
Burlington,34005,2007,15-24,486.0,1861.0,2347.0,0.014124599792975614,0.20707285896889646,0.7929271410311035
Burlington,34005,2007,25-34,13500.0,11276.0,24776.0,0.14910570279964372,0.5448821440103325,0.4551178559896674
Burlington,34005,2007,35-44,28755.0,8005.0,36760.0,0.22122722129943911,0.7822361262241567,0.2177638737758433
Burlington,34005,2007,45-54,31527.0,6083.0,37610.0,0.22634264943068294,0.8382611007710715,0.16173889922892848
Burlington,34005,2007,55-59,14421.0,2621.0,17042.0,0.1025613249560675,0.8462034972421077,0.15379650275789228
Burlington,34005,2007,60-64,10969.0,0.0,10969.0,0.06601309549601599,1.0,0.0
Burlington,34005,2007,65-74,15935.0,0.0,15935.0,0.09589923208396524,1.0,0.0
Burlington,34005,2007,75-84,11592.0,0.0,11592.0,0.06976240340868058,1.0,0.0
Burlington,34005,2007,85+,1785.0,0.0,1785.0,0.010742399075612046,1.0,0.0
Camden,34007,2007,15-24,740.0,7760.0,8500.0,0.04379795231691168,0.08705882352941176,0.9129411764705883
Camden,34007,2007,25-34,15582.0,12611.0,28193.0,0.14527007878478718,0.5526903841379066,0.44730961586209345
Camden,34007,2007,35-44,29802.0,11791.0,41593.0,0.2143162624373303,0.7165147981631524,0.28348520183684756
Camden,34007,2007,45-54,35004.0,9944.0,44948.0,0.23160357185182895,0.7787665747085522,0.2212334252914479
Camden,34007,2007,55-59,14055.0,3929.0,17984.0,0.09266616170203995,0.781528024911032,0.21847197508896798
Camden,34007,2007,60-64,12161.0,0.0,12161.0,0.06266198801481916,1.0,0.0
Camden,34007,2007,65-74,15414.0,0.0,15414.0,0.07942372200151489,1.0,0.0
Camden,34007,2007,75-84,9698.0,0.0,9698.0,0.04997088724345994,1.0,0.0
Camden,34007,2007,85+,2035.0,0.0,2035.0,0.010485745054695914,1.0,0.0
Cape May,34009,2007,15-24,984.0,1768.0,2752.0,0.05890789220198215,0.35755813953488375,0.6424418604651163
Cape May,34009,2007,25-34,2504.0,4223.0,6727.0,0.14399469143994692,0.3722313066745949,0.6277686933254051
Cape May,34009,2007,35-44,5574.0,2102.0,7676.0,0.16430849583663334,0.7261594580510683,0.27384054194893176
Cape May,34009,2007,45-54,6627.0,1892.0,8519.0,0.18235331892030737,0.7779082051884024,0.2220917948115976
Cape May,34009,2007,55-59,3154.0,569.0,3723.0,0.07969261724853907,0.8471662637657803,0.15283373623421972
Cape May,34009,2007,60-64,3743.0,0.0,3743.0,0.08012072693023953,1.0,0.0
Cape May,34009,2007,65-74,5289.0,0.0,5289.0,0.11321360532568445,1.0,0.0
Cape May,34009,2007,75-84,4926.0,0.0,4926.0,0.10544341460282124,1.0,0.0
Cape May,34009,2007,85+,1040.0,0.0,1040.0,0.022261703448423487,1.0,0.0
Cumberland,34011,2007,15-24,336.0,915.0,1251.0,0.02458484818708853,0.2685851318944844,0.7314148681055156
Cumberland,34011,2007,25-34,3210.0,5533.0,8743.0,0.17181880711408076,0.36715086354798127,0.6328491364520188
Cumberland,34011,2007,35-44,6977.0,3330.0,10307.0,0.2025547803871475,0.6769185990103813,0.3230814009896187
Cumberland,34011,2007,45-54,8681.0,2511.0,11192.0,0.21994693917657462,0.7756433166547534,0.2243566833452466
Cumberland,34011,2007,55-59,3442.0,319.0,3761.0,0.07391176181585929,0.9151821324115926,0.08481786758840734
Cumberland,34011,2007,60-64,3646.0,0.0,3646.0,0.07165176378107498,1.0,0.0
Cumberland,34011,2007,65-74,4985.0,0.0,4985.0,0.09796600176869412,1.0,0.0
Cumberland,34011,2007,75-84,2994.0,0.0,2994.0,0.0588385575316891,1.0,0.0
Cumberland,34011,2007,85+,1099.0,0.0,1099.0,0.02159772034980839,1.0,0.0
Essex,34013,2007,15-24,464.0,8547.0,9011.0,0.03287546288695525,0.05149262013095106,0.948507379869049
Essex,34013,2007,25-34,10101.0,32419.0,42520.0,0.1551286962549481,0.2375587958607714,0.7624412041392286
Essex,34013,2007,35-44,27511.0,32877.0,60388.0,0.22031777303489666,0.45557064317414053,0.5444293568258595
Essex,34013,2007,45-54,35562.0,26340.0,61902.0,0.22584140535215894,0.5744887079577397,0.42551129204226035
Essex,34013,2007,55-59,14232.0,10975.0,25207.0,0.09196446487531695,0.5646050700202325,0.43539492997976753
Essex,34013,2007,60-64,12281.0,0.0,12281.0,0.044805633083419984,1.0,0.0
Essex,34013,2007,65-74,16308.0,0.0,16308.0,0.05949761943851584,1.0,0.0
Essex,34013,2007,75-84,11664.0,0.0,11664.0,0.04255458873748153,1.0,0.0
Essex,34013,2007,85+,3252.0,0.0,3252.0,0.011864499534832814,1.0,0.0
Gloucester,34015,2007,15-24,381.0,2688.0,3069.0,0.030677115611443193,0.1241446725317693,0.8758553274682307
Gloucester,34015,2007,25-34,8815.0,4533.0,13348.0,0.13342396193598688,0.6603985615822595,0.3396014384177405
Gloucester,34015,2007,35-44,19442.0,3711.0,23153.0,0.2314327982247456,0.8397183950244029,0.16028160497559713
Gloucester,34015,2007,45-54,20624.0,3897.0,24521.0,0.2451070550368845,0.8410749969413972,0.15892500305860283
Gloucester,34015,2007,55-59,9109.0,1421.0,10530.0,0.10525579256712181,0.8650522317188983,0.1349477682811016
Gloucester,34015,2007,60-64,6819.0,0.0,6819.0,0.06816137222366606,1.0,0.0
Gloucester,34015,2007,65-74,8003.0,0.0,8003.0,0.07999640151136522,1.0,0.0
Gloucester,34015,2007,75-84,6125.0,0.0,6125.0,0.061224285799964015,1.0,0.0
Gloucester,34015,2007,85+,1045.0,0.0,1045.0,0.010445612842606105,1.0,0.0
Hudson,34017,2007,15-24,392.0,8164.0,8556.0,0.03739085593420328,0.04581580177653109,0.9541841982234689
Hudson,34017,2007,25-34,10390.0,36069.0,46459.0,0.20303199811210265,0.22363804644955768,0.7763619535504424
Hudson,34017,2007,35-44,18264.0,37424.0,55688.0,0.2433639533969042,0.327970119235742,0.672029880764258
Hudson,34017,2007,45-54,18209.0,28029.0,46238.0,0.20206619877111867,0.39381028591202044,0.6061897140879796
Hudson,34017,2007,55-59,8227.0,9757.0,17984.0,0.07859246763916687,0.45746218861209964,0.5425378113879004
Hudson,34017,2007,60-64,7089.0,0.0,7089.0,0.0309798711684861,1.0,0.0
Hudson,34017,2007,65-74,9354.0,0.0,9354.0,0.040878221880380726,1.0,0.0
Hudson,34017,2007,75-84,5954.0,0.0,5954.0,0.026019770480627202,1.0,0.0
Hudson,34017,2007,85+,2230.0,0.0,2230.0,0.009745396065132458,1.0,0.0
Hunterdon,34019,2007,15-24,25.0,131.0,156.0,0.0032879484045019603,0.16025641025641027,0.8397435897435898
Hunterdon,34019,2007,25-34,3169.0,1226.0,4395.0,0.09263162331914176,0.7210466439135381,0.2789533560864619
Hunterdon,34019,2007,35-44,9838.0,1285.0,11123.0,0.23443493655945707,0.8844736132338398,0.11552638676616021
Hunterdon,34019,2007,45-54,11226.0,1234.0,12460.0,0.2626143405134258,0.9009630818619583,0.09903691813804173
Hunterdon,34019,2007,55-59,5639.0,483.0,6122.0,0.1290308982843654,0.9211042143090493,0.07889578569095067
Hunterdon,34019,2007,60-64,3656.0,0.0,3656.0,0.07705602158243055,1.0,0.0
Hunterdon,34019,2007,65-74,4850.0,0.0,4850.0,0.10222147283227248,1.0,0.0
Hunterdon,34019,2007,75-84,2687.0,0.0,2687.0,0.05663280360831261,1.0,0.0
Hunterdon,34019,2007,85+,532.0,0.0,532.0,0.011212747123045146,1.0,0.0
Mercer,34021,2007,15-24,354.0,3427.0,3781.0,0.02953306359645697,0.09362602486114785,0.9063739751388522
Mercer,34021,2007,25-34,8669.0,9114.0,17783.0,0.13890147313826878,0.4874880503851993,0.5125119496148006
Mercer,34021,2007,35-44,19562.0,7493.0,27055.0,0.2113242622592286,0.723045647754574,0.27695435224542597
Mercer,34021,2007,45-54,22409.0,8409.0,30818.0,0.24071672941433772,0.7271399831267441,0.2728600168732559
Mercer,34021,2007,55-59,10061.0,2437.0,12498.0,0.09762079577585803,0.8050088014082253,0.1949911985917747
Mercer,34021,2007,60-64,8557.0,0.0,8557.0,0.06683798603408683,1.0,0.0
Mercer,34021,2007,65-74,10680.0,0.0,10680.0,0.08342055519972505,1.0,0.0
Mercer,34021,2007,75-84,7297.0,0.0,7297.0,0.05699623513973724,1.0,0.0
Mercer,34021,2007,85+,1957.0,0.0,1957.0,0.015285957539874714,1.0,0.0
Middlesex,34023,2007,15-24,856.0,5046.0,5902.0,0.02170315729089291,0.14503558115892917,0.8549644188410708
Middlesex,34023,2007,25-34,15712.0,25908.0,41620.0,0.1530473409771201,0.3775108121095627,0.6224891878904373
Middlesex,34023,2007,35-44,42495.0,24256.0,66751.0,0.2454604290620794,0.6366196761097213,0.3633803238902788
Middlesex,34023,2007,45-54,49035.0,15895.0,64930.0,0.2387641482374918,0.755197905436624,0.24480209456337595
Middlesex,34023,2007,55-59,18874.0,3905.0,22779.0,0.0837641850100389,0.8285701742833311,0.17142982571666887
Middlesex,34023,2007,60-64,15234.0,0.0,15234.0,0.05601929823271139,1.0,0.0
Middlesex,34023,2007,65-74,21520.0,0.0,21520.0,0.07913452133175457,1.0,0.0
Middlesex,34023,2007,75-84,14635.0,0.0,14635.0,0.05381662266218532,1.0,0.0
Middlesex,34023,2007,85+,3881.0,0.0,3881.0,0.014271425524560384,1.0,0.0
Monmouth,34025,2007,15-24,613.0,2907.0,3520.0,0.015124822755983328,0.17414772727272726,0.8258522727272727
Monmouth,34025,2007,25-34,13479.0,12526.0,26005.0,0.11173892493447342,0.5183233993462796,0.4816766006537204
Monmouth,34025,2007,35-44,36496.0,12339.0,48835.0,0.20983543161603574,0.7473328555339408,0.2526671444660592
Monmouth,34025,2007,45-54,49807.0,12127.0,61934.0,0.266119537661668,0.8041947880001292,0.19580521199987083
Monmouth,34025,2007,55-59,21338.0,3744.0,25082.0,0.10777295578567439,0.8507296068894028,0.14927039311059725
Monmouth,34025,2007,60-64,16207.0,0.0,16207.0,0.0696386370472221,1.0,0.0
Monmouth,34025,2007,65-74,21114.0,0.0,21114.0,0.09072315558802045,1.0,0.0
Monmouth,34025,2007,75-84,11382.0,0.0,11382.0,0.04890645812744382,1.0,0.0
Monmouth,34025,2007,85+,4519.0,0.0,4519.0,0.019417350577922914,1.0,0.0
Morris,34027,2007,15-24,83.0,2209.0,2292.0,0.013089737805470049,0.036212914485165795,0.9637870855148342
